,marital,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,edu_primary,edu_secondary,edu_tertiary,edu_unknown,housing,loan,po_failure,po_other,po_success,po_unknown,cont_cellular,cont_telephone,cont_unknown,age,default,balance,duration,campaign,pdays,previous,deposit
8341,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.6973463972561218,-0.1243657856067806,-0.22713232728511484,-1.0378860656025815,4.911273700530269,-0.4824295273010987,-0.35863459101018713,0
239,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.47539863496955215,-0.1243657856067806,-0.47763716702980047,3.0984009336770795,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
1349,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.3968411602897246,-0.1243657856067806,1.3236414454907734,-0.6715621821238389,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
930,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.559166137271386,-0.1243657856067806,-0.4773271362875422,-0.3571582191381464,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
7275,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-1.2837189133689588,8.040796712061926,-0.432992740144609,1.0331418740646405,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
40,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1.5643761648933923,-0.1243657856067806,-0.0863783702998583,1.8552072818712677,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
893,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.30786363036588443,-0.1243657856067806,-0.12296199788633466,0.8773821125854901,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
10693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.4806086625915584,-0.1243657856067806,-0.47763716702980047,-0.5071491005625134,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
10731,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2.737121197119066,-0.1243657856067806,0.6914887620261521,-0.6138733815760054,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
10817,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.9486489041616234,-0.1243657856067806,-0.42710215604170176,-0.6427177818499221,-0.5533358305150782,2.839234996287067,3.0790983806805916,0
2798,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.8700914294817959,-0.1243657856067806,-0.37563705282682824,-0.3456204590285797,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
9018,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.7267011418750536,-0.1243657856067806,-0.4447739083504234,0.25434306666888856,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
4248,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.648143667195226,-0.1243657856067806,0.6459142429141858,-0.08602085656332899,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
10728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1.061771151082389,-0.1243657856067806,-0.6242817081179642,-0.3831181793846714,-0.5533358305150782,2.7385784955722743,0.5007986519125076,0
9042,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1.4806086625915584,-0.1243657856067806,-0.410360495959755,0.5831692297915394,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
8290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1.0324164064634573,-0.1243657856067806,-0.44942436948429754,-0.7869397832195059,-0.5533358305150782,2.033982990568724,1.3602318948352023,0
9091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-1.3674864156707927,-0.1243657856067806,0.019032082067954974,-0.6282955817129637,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
5393,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.8648814018597896,-0.1243657856067806,-0.1260623053089174,-0.5706067811651303,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
9683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0.6429336395732198,-0.1243657856067806,-0.18837848450283054,-0.8071308634112475,11.104497835714994,-0.4824295273010987,-0.35863459101018713,0
3978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.1947413834451187,-0.1243657856067806,-0.4429137238968738,0.5831692297915394,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,1
2678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.2293061556860567,-0.1243657856067806,0.39509937242724175,-0.46099806012424666,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
7752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.2293061556860567,-0.1243657856067806,-0.38152763692973546,-0.856166343876906,0.5395860756939912,-0.4824295273010987,-0.35863459101018713,0
8345,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-1.0324164064634573,-0.1243657856067806,-0.3858680673213513,-0.6311800217403554,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
7033,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.05656112346038285,-0.1243657856067806,-0.7272119145477113,-0.7754020231099391,1.2682006798333707,-0.4824295273010987,-0.35863459101018713,0
9938,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.7811138995579557,-0.1243657856067806,-0.3334728718797029,-0.46676694017903,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
7350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0.9780036487805552,-0.1243657856067806,-0.13877356574150665,-0.3686959792477131,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
7447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.47539863496955215,-0.1243657856067806,-0.027162498528527902,-0.19851401763160428,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
9897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,-0.7811138995579557,-0.1243657856067806,0.037323895861193154,-0.8532819038495143,-0.5533358305150782,1.4391945772540387,0.5007986519125076,0
1583,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.9832136764025614,-0.1243657856067806,0.13405348744577475,0.06973890491582141,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,1
6396,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.2293061556860567,-0.1243657856067806,-0.3660260998168217,-0.7898242232468975,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
603,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.11097388114328487,-0.1243657856067806,-0.33099262594163675,0.032241184559729644,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,1
11065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.8648814018597896,-0.1243657856067806,-0.43206264791783416,0.006281224313204579,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
8829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,-0.7811138995579557,-0.1243657856067806,-0.08358809361953383,-0.9253929045343062,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,-1.3674864156707927,-0.1243657856067806,0.23884387832907147,2.1148068843365184,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
3371,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.3130736579878908,-0.1243657856067806,0.5414338827731472,-0.2735094583437878,-0.18902852844538837,2.610470221935265,0.07108203045116027,1
6859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,-0.2785088857469526,-0.1243657856067806,-0.45407483061817167,-0.590797861356872,-0.18902852844538837,2.152940673231661,0.9305152733738551,0
1911,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1.4806086625915584,-0.1243657856067806,-0.4326827094023507,0.5312493092984892,-0.18902852844538837,2.152940673231661,5.227681487987328,1
10929,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.05656112346038285,-0.1243657856067806,-0.40074954294974846,-0.6023356214664387,0.5395860756939912,-0.4824295273010987,-0.35863459101018713,0
319,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,-0.6973463972561218,-0.1243657856067806,-0.4763970440607674,0.7302756711885148,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
8773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,-0.6973463972561218,-0.1243657856067806,-0.30991053546807407,0.577400349736756,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
4781,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3.0721912063264014,-0.1243657856067806,0.21528154191744261,-0.20716733771377932,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,1
8854,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.8104686441768876,-0.1243657856067806,0.04755491035571621,-0.5359935008364302,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
6104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.8648814018597896,-0.1243657856067806,0.17125717651676767,-0.7754020231099391,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
6752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-1.0324164064634573,-0.1243657856067806,-0.2916187216748359,-0.582144541274697,0.903893377763681,-0.4824295273010987,-0.35863459101018713,0
9356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.44604389035062025,-0.1243657856067806,0.2286128638345484,-0.6340644617677471,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
3007,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2.318283685609897,-0.1243657856067806,0.6347531361928878,0.16492542581974665,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
6435,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.8648814018597896,-0.1243657856067806,-0.20108974493541978,-1.0003883452464897,7.097117512948407,-0.4824295273010987,-0.35863459101018713,0
2371,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.9486489041616234,-0.1243657856067806,-0.37532702208457,-0.3110071786998796,-0.5533358305150782,0.25876834159873996,0.07108203045116027,1
2047,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,-0.5298113926524541,-0.1243657856067806,-0.41408086486685425,2.7147704100339864,1.6325079819030606,2.381705447583463,0.07108203045116027,1
6592,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.30786363036588443,-0.1243657856067806,-0.10125984592825546,-0.6398333418225304,-0.18902852844538837,1.256182757772597,0.5007986519125076,0
10670,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.3130736579878908,-0.1243657856067806,1.7428030090239603,-0.8330908236577727,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
5804,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1.4806086625915584,-0.1243657856067806,-0.44911433874203927,-0.6715621821238389,-0.18902852844538837,2.729427904598202,0.07108203045116027,0
10120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.8648814018597896,-0.1243657856067806,-0.46120553769011197,-0.7927086632742891,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
1534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.0324164064634573,-0.1243657856067806,-0.2686764467477236,-0.582144541274697,0.903893377763681,-0.4824295273010987,-0.35863459101018713,1
6184,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.5298113926524541,-0.1243657856067806,-0.22372198912027383,-0.7782864631373307,4.182659096390889,-0.4824295273010987,-0.35863459101018713,0
8237,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,-0.44604389035062025,-0.1243657856067806,-0.47763716702980047,-0.8244375035755975,-0.5533358305150782,1.695411124528057,6.946547973832719,0
7562,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.1403286257622167,-0.1243657856067806,-0.5743667586143821,-0.997503905219098,3.08973719018182,-0.4824295273010987,-0.35863459101018713,0
10308,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,-0.7811138995579557,-0.1243657856067806,-0.47949735148335015,-0.5850289813020886,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
8779,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1.3130736579878908,-0.1243657856067806,-0.4813575359368998,-0.8417441437399477,1.9968152839727502,-0.4824295273010987,-0.35863459101018713,0
7206,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,-0.11097388114328487,-0.1243657856067806,-0.2671262930364322,0.7793111516541733,-0.18902852844538837,2.3085007197908864,0.07108203045116027,0
5211,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,-0.3622763880487864,-0.1243657856067806,-0.2903785987058028,-0.0023720957689704436,-0.5533358305150782,4.056263595838654,0.07108203045116027,1
5472,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.6429336395732198,-0.1243657856067806,1.6947482439739279,-0.13505633702898745,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
484,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.1947413834451187,-0.1243657856067806,-0.39981945072297365,-0.08602085656332899,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
10272,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.05656112346038285,-0.1243657856067806,-0.5077101490288531,-0.44946030001467996,0.5395860756939912,2.0065312176465078,1.7899485162965496,0
5304,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.5643761648933923,-0.1243657856067806,2.040122490849645,-0.7898242232468975,1.6325079819030606,-0.4824295273010987,-0.35863459101018713,0
3231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.9486489041616234,-0.1243657856067806,0.27387735220425646,-0.10044305670028736,-0.5533358305150782,0.3960272062098212,0.5007986519125076,1
3225,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.6429336395732198,-0.1243657856067806,0.08971909130284152,-0.6802155022060139,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,-0.6973463972561218,-0.1243657856067806,0.47074687353826067,0.31780074727150537,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
6111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.6429336395732198,-0.1243657856067806,-0.44539396983493995,-0.2504339381246544,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
1103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.6973463972561218,-0.1243657856067806,-0.6177710625305405,0.9235331530237569,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
9858,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.8942361464787214,-0.1243657856067806,-0.30557010507645826,-0.16678517733029588,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.5643761648933923,-0.1243657856067806,-0.13691338128795702,1.1312128349959576,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
7391,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.7267011418750536,-0.1243657856067806,-0.1260623053089174,-0.9196240244795229,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
7238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,-0.3622763880487864,-0.1243657856067806,-0.3285123800035705,-0.7927086632742891,1.2682006798333707,-0.4824295273010987,-0.35863459101018713,0
10882,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0.47539863496955215,-0.1243657856067806,-0.12296199788633466,-0.13794077705637914,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
4195,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.145538653384223,-0.1243657856067806,-0.3641659153632721,-0.01967873593332049,0.17527877362430141,0.04830474919508206,0.5007986519125076,1
9853,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,-0.027206378841451006,-0.1243657856067806,-0.3455640708277756,-0.856166343876906,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
9430,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3.993633731646574,-0.1243657856067806,-0.3061901665609748,4.774260589591642,0.903893377763681,-0.4824295273010987,-0.35863459101018713,0
565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-1.1161839087652912,-0.1243657856067806,-0.4770171055452839,0.23703642650453852,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
9672,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-0.613578894954288,-0.1243657856067806,-0.34029354820938496,-1.0436549456573647,-0.5533358305150782,-0.4549777543788825,0.07108203045116027,0
8926,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.05656112346038285,-0.1243657856067806,2.4130894737863495,-0.8792418640960394,0.5395860756939912,-0.4824295273010987,-0.35863459101018713,0
3523,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,-0.3622763880487864,-0.1243657856067806,-0.3557950853222987,0.5629781495997976,0.17527877362430141,2.0431335815427962,1.3602318948352023,1
2875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-1.0324164064634573,-0.1243657856067806,2.7256004619826895,-0.9398151046712645,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,1
6033,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1.061771151082389,-0.1243657856067806,0.10987108954962935,-0.07736753648115398,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
3678,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.559166137271386,-0.1243657856067806,-0.42834227901073485,-0.4119625796585882,-0.5533358305150782,1.8235193981650661,2.219665137757897,1
9899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.7811138995579557,-0.1243657856067806,-0.5622755596663094,-0.8878951841782144,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
1259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.9832136764025614,-0.1243657856067806,0.2713971062661903,-0.4350380998777216,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
3999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-1.2837189133689588,-0.1243657856067806,-0.15923559473055277,1.073524034448124,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
6803,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.9486489041616234,-0.1243657856067806,-0.47174658292689325,-1.0263483054930147,4.5469663984605795,-0.4824295273010987,-0.35863459101018713,0
5615,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.47539863496955215,-0.1243657856067806,-0.5535946988830777,-0.8792418640960394,0.5395860756939912,-0.4824295273010987,-0.35863459101018713,0
6150,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,-0.44604389035062025,-0.1243657856067806,-0.19581922231702914,-0.351389339083363,0.17527877362430141,-0.4824295273010987,-0.35863459101018713,0
8631,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1.2293061556860567,-0.1243657856067806,-0.4246219101036356,0.6870090707776397,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
7045,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,-1.0324164064634573,-0.1243657856067806,-0.30898044324129925,-0.723482102616889,0.5395860756939912,-0.4824295273010987,-0.35863459101018713,0
9028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-0.44604389035062025,-0.1243657856067806,-0.2336429728725386,-0.8071308634112475,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
9231,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-0.3622763880487864,-0.1243657856067806,-0.04483425083724954,-0.4984957804803384,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
5807,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0.22409612806405055,-0.1243657856067806,-0.028092590755302724,-0.045638696179845555,-0.5533358305150782,2.400006629531607,0.5007986519125076,0
8874,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.402051187911731,-0.1243657856067806,1.0669359909009222,1.2177460358177077,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
2862,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.73191116949706,-0.1243657856067806,1.8345721087324094,-0.46099806012424666,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
4197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-1.3674864156707927,-0.1243657856067806,-0.0959893233098648,-0.29081609850813783,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,1
5910,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.6429336395732198,-0.1243657856067806,-0.1322629201540829,-0.25620281817943774,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
10373,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-1.1161839087652912,-0.1243657856067806,0.8514646250314216,-0.5792601012473053,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
9774,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,-1.0324164064634573,-0.1243657856067806,-0.2398435877177041,-0.342736019001188,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
9097,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.9486489041616234,-0.1243657856067806,-0.4134608033823377,-0.864819663959081,-0.18902852844538837,-0.4824295273010987,-0.35863459101018713,0
2648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-0.613578894954288,-0.1243657856067806,-0.394548928104583,0.6206669501476312,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,1
8299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,-0.027206378841451006,-0.1243657856067806,-0.40291975814555636,-0.6571399819868805,-0.5533358305150782,-0.4824295273010987,-0.35863459101018713,0
3699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.1403286257622167,-0.1243657856067806,-0.3579653005181066,-0.43792253990511326,0.17527877362430141,4.367383688957105,0.07108203045116027,1
10010,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,-0.11097388114328487,-0.1243657856067806,0.391999065004659,-0.5734912211925219,1.2682006798333707,2.7568796775204185,9.524847702600804,0
9380,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,-0.44604389035062025,-0.1243657856067806,-0.2240320198625321,-0.7955931033016809,0.5395860756939912,-0.4824295273010987,-0.35863459101018713,0
2617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.199951411067125,-0.1243657856067806,-0.44105353944332415,-0.6109889415486137,0.17527877362430141,0.42347897913203747,0.07108203045116027,1
10170,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.05656112346038285,-0.1243657856067806,-0.2423238336557703,-0.7927086632742891,-0.5533358305150782,1.0731709382911554,0.9305152733738551,0
