URLSimilarityIndex,SpacialCharRatioInURL,IsHTTPS,DomainTitleMatchScore,URLTitleMatchScore,IsResponsive,HasDescription,HasSocialNet,HasSubmitButton,HasHiddenFields,HasCopyrightInfo,TLD_numeric,label
100.0,0.053,1,100.0,100.0,1,1,1,0,0,0,292,1
37.39210285,0.096,1,0.0,0.0,0,0,0,0,0,0,231,0
13.96735332,0.054,1,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.05,1,100.0,100.0,1,0,1,1,1,1,503,1
100.0,0.048,1,100.0,100.0,1,1,1,0,0,1,387,1
100.0,0.08,1,0.0,0.0,1,0,1,1,1,1,503,1
63.90532544,0.087,0,100.0,100.0,0,0,0,0,0,0,336,0
100.0,0.036,1,100.0,100.0,1,1,0,0,0,0,252,1
16.95105739,0.095,1,0.0,0.0,1,0,0,1,0,0,140,0
47.65755054,0.108,0,0.0,0.0,0,0,0,0,0,0,231,0
36.97792586,0.127,1,0.0,0.0,0,0,0,0,0,0,226,0
100.0,0.053,1,100.0,100.0,1,1,1,1,1,1,231,1
40.01501502,0.114,1,0.0,0.0,0,0,0,0,0,0,443,0
2.261239357,0.106,1,0.0,0.0,1,1,0,1,1,1,82,0
28.94248609,0.172,1,0.0,0.0,0,0,0,0,0,0,226,0
100.0,0.032,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.025,1,100.0,100.0,0,0,1,1,0,1,370,1
100.0,0.048,1,100.0,100.0,0,0,1,0,0,1,503,1
65.0137741,0.087,0,14.28571429,14.28571429,0,0,0,0,0,0,231,0
100.0,0.042,1,100.0,100.0,1,1,1,0,0,1,481,1
100.0,0.037,1,100.0,100.0,1,1,1,0,0,0,231,1
100.0,0.074,1,0.0,0.0,0,1,1,1,1,1,647,1
21.71607843,0.138,1,0.0,100.0,1,0,0,0,0,0,231,0
66.86159844,0.034,0,100.0,100.0,0,0,0,0,0,0,231,0
36.1097561,0.085,1,0.0,0.0,1,0,0,0,0,0,211,0
100.0,0.037,1,100.0,100.0,1,0,1,0,0,1,231,1
100.0,0.037,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.03,1,100.0,100.0,1,0,0,0,1,1,231,1
100.0,0.05,1,100.0,100.0,0,1,0,1,1,0,231,1
100.0,0.043,1,100.0,100.0,1,1,1,1,1,1,231,1
53.56263195,0.111,1,0.0,0.0,0,0,0,0,0,0,132,0
70.24513948,0.095,0,0.0,0.0,0,0,0,0,0,0,254,0
78.91156463,0.042,0,100.0,100.0,1,0,0,0,0,0,231,0
100.0,0.034,1,0.0,0.0,0,1,0,1,1,1,490,1
32.52225743,0.055,1,0.0,0.0,0,0,0,0,0,0,226,0
69.71507353,0.12,1,75.0,75.0,1,0,0,1,1,0,231,0
22.33401033,0.053,0,0.0,0.0,0,0,0,0,0,0,231,0
9.070693069,0.074,1,0.0,0.0,0,0,0,0,0,0,521,0
100.0,0.031,1,100.0,100.0,1,1,1,1,1,1,503,1
100.0,0.065,1,100.0,100.0,1,0,1,1,0,1,231,1
100.0,0.037,1,0.0,0.0,1,1,1,1,0,0,503,1
100.0,0.056,1,100.0,100.0,1,1,1,0,0,1,397,1
100.0,0.08,1,0.0,0.0,1,1,1,1,1,1,473,1
62.77573529,0.037,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.042,1,100.0,100.0,1,1,1,0,1,1,231,1
38.68069253,0.114,1,0.0,0.0,0,0,0,0,1,0,231,0
13.86191707,0.045,1,0.0,100.0,0,0,0,0,0,0,376,0
100.0,0.04,1,100.0,100.0,1,1,1,1,1,0,231,1
100.0,0.036,1,100.0,100.0,0,1,1,1,1,1,231,1
15.45989063,0.054,1,0.0,0.0,0,0,0,0,0,0,376,0
56.19459905,0.065,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.034,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.053,1,100.0,100.0,1,1,1,1,1,1,520,1
49.36988028,0.114,0,0.0,0.0,0,0,0,0,0,0,632,0
100.0,0.04,1,100.0,100.0,1,1,0,1,1,1,231,1
100.0,0.038,1,100.0,100.0,1,1,1,0,1,1,503,1
29.50346098,0.095,0,0.0,0.0,0,0,0,0,0,0,632,0
100.0,0.032,1,100.0,100.0,1,1,0,0,1,1,334,1
100.0,0.038,1,100.0,100.0,1,1,1,0,0,0,231,1
100.0,0.037,1,100.0,100.0,1,0,1,0,0,1,231,1
23.54202098,0.07,1,0.0,0.0,0,0,0,0,0,0,226,0
100.0,0.031,1,100.0,100.0,1,1,1,0,1,1,231,1
39.14285714,0.069,0,0.0,0.0,0,0,0,0,0,0,226,0
44.11571335,0.147,1,0.0,0.0,1,0,0,0,0,0,179,0
100.0,0.038,1,0.0,0.0,1,0,1,1,1,1,231,1
100.0,0.097,1,0.0,0.0,1,0,1,0,0,0,382,1
85.33333333,0.062,0,100.0,100.0,0,0,0,0,0,0,335,0
51.40330642,0.115,1,0.0,0.0,1,0,0,0,0,0,132,0
100.0,0.042,1,100.0,100.0,1,1,1,0,0,1,231,1
100.0,0.029,1,0.0,0.0,1,1,1,1,1,1,231,1
56.59746657,0.083,1,0.0,0.0,1,0,0,1,1,0,258,0
100.0,0.043,1,88.88888889,88.88888889,0,0,0,1,0,1,490,1
64.09972299,0.077,0,0.0,0.0,0,0,0,0,0,0,226,0
16.56134259,0.115,0,0.0,0.0,1,0,0,0,0,1,231,0
23.60608516,0.154,1,0.0,0.0,0,0,0,0,0,0,481,0
61.11111111,0.04,0,100.0,100.0,0,0,0,0,0,0,642,0
100.0,0.033,1,100.0,100.0,1,1,1,1,0,1,231,1
56.37800934,0.118,0,0.0,0.0,0,0,0,0,0,0,225,0
100.0,0.056,1,100.0,100.0,1,1,1,1,1,1,231,1
43.48290598,0.045,0,0.0,0.0,0,0,0,0,0,0,450,0
66.02564103,0.043,0,100.0,100.0,0,0,0,0,0,0,589,0
100.0,0.077,1,0.0,0.0,1,1,1,1,0,1,141,1
100.0,0.074,1,0.0,0.0,1,1,1,1,1,1,647,1
100.0,0.074,1,0.0,0.0,1,0,1,0,0,1,473,1
53.63321799,0.12,1,0.0,0.0,0,0,0,0,0,0,226,0
9.062650216,0.07,1,0.0,0.0,1,0,0,1,0,1,376,0
100.0,0.037,1,100.0,100.0,1,1,1,1,1,1,231,1
76.31680123,0.037,0,100.0,100.0,0,0,0,0,0,0,231,0
100.0,0.074,1,100.0,100.0,1,0,0,1,1,1,231,1
100.0,0.091,1,0.0,0.0,1,1,1,1,0,1,498,1
9.182464777,0.185,1,0.0,0.0,0,0,0,0,0,0,363,0
100.0,0.032,1,100.0,100.0,0,0,1,1,0,1,231,1
100.0,0.042,1,100.0,100.0,1,1,0,1,1,1,231,1
100.0,0.056,1,100.0,100.0,0,1,1,1,0,1,503,1
35.28659706,0.133,0,0.0,0.0,1,1,0,1,0,1,179,0
100.0,0.029,1,100.0,100.0,1,1,1,1,0,1,231,1
56.31828489,0.143,1,0.0,0.0,1,0,0,0,1,0,132,0
70.95238095,0.067,0,0.0,0.0,0,0,0,0,0,0,140,0
100.0,0.032,1,100.0,100.0,0,1,1,1,1,1,503,1
63.35282651,0.069,0,0.0,0.0,0,0,0,0,0,0,167,0
100.0,0.071,1,0.0,0.0,1,1,1,1,1,0,647,1
77.23952326,0.036,0,0.0,0.0,0,0,0,0,0,0,231,0
27.74142376,0.041,1,0.0,0.0,1,0,0,0,0,0,231,0
100.0,0.081,1,100.0,100.0,1,0,1,1,1,1,303,1
100.0,0.04,1,100.0,100.0,1,1,0,0,0,1,254,1
100.0,0.05,1,100.0,100.0,1,0,0,0,0,1,231,1
64.39823566,0.097,1,0.0,0.0,1,0,0,0,1,0,578,0
51.93014706,0.074,0,0.0,0.0,0,0,0,0,0,0,579,0
11.28285768,0.056,1,0.0,100.0,0,0,0,0,0,0,376,0
100.0,0.095,1,0.0,0.0,0,0,0,1,0,1,225,1
42.22828803,0.065,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.042,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.038,1,100.0,100.0,1,0,1,0,0,1,231,1
16.25637427,0.119,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.031,1,100.0,100.0,1,1,0,0,0,1,231,1
100.0,0.056,1,100.0,100.0,1,1,0,0,0,1,577,1
100.0,0.036,1,0.0,0.0,1,0,1,1,1,1,382,1
100.0,0.036,1,100.0,100.0,1,1,1,1,1,1,231,1
18.22585075,0.115,1,0.0,0.0,1,0,0,0,0,0,553,0
100.0,0.033,1,100.0,100.0,1,1,1,0,0,1,231,1
100.0,0.042,0,100.0,100.0,0,0,0,0,0,0,231,0
62.50812216,0.036,0,100.0,100.0,1,1,0,0,0,0,632,0
100.0,0.03,1,100.0,100.0,1,1,1,1,1,1,231,1
16.67060213,0.095,0,0.0,0.0,1,0,0,0,0,1,210,0
100.0,0.038,1,0.0,0.0,1,1,1,1,1,1,231,1
100.0,0.042,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.038,1,100.0,100.0,1,1,1,1,1,1,231,1
69.13580247,0.056,0,100.0,100.0,0,0,0,0,0,0,209,0
25.29761905,0.089,0,0.0,0.0,0,0,0,0,0,0,231,0
58.16114681,0.073,1,0.0,0.0,1,1,0,1,0,1,231,0
100.0,0.04,1,100.0,100.0,1,1,1,1,1,1,368,1
76.60276232,0.062,1,0.0,93.75,1,0,0,0,0,0,231,0
100.0,0.077,1,0.0,0.0,1,0,0,0,0,1,141,1
100.0,0.03,1,0.0,0.0,1,0,1,1,1,1,231,1
100.0,0.036,1,100.0,100.0,1,1,1,1,1,1,231,1
65.88888889,0.04,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.048,1,100.0,100.0,1,1,1,1,1,0,449,1
42.0325706,0.071,0,0.0,0.0,0,0,0,0,0,0,503,0
65.71428571,0.042,1,90.0,90.0,0,0,0,0,0,0,361,0
29.25729963,0.088,1,0.0,0.0,0,0,0,0,0,0,226,0
100.0,0.037,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.043,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.042,1,100.0,100.0,1,1,0,1,0,1,231,1
31.21146953,0.103,1,0.0,0.0,0,0,0,0,0,0,132,0
100.0,0.043,1,0.0,0.0,1,1,1,1,1,0,254,1
100.0,0.048,1,0.0,0.0,1,0,1,1,1,1,282,1
100.0,0.031,1,100.0,100.0,1,1,1,1,1,1,503,1
34.81179138,0.095,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.038,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.037,1,100.0,100.0,0,1,1,0,0,0,231,1
100.0,0.032,1,100.0,100.0,0,1,1,0,0,1,503,1
100.0,0.05,1,100.0,100.0,0,0,1,1,0,0,503,1
91.184573,0.045,0,100.0,100.0,1,1,0,0,0,0,231,0
73.55555556,0.042,0,100.0,100.0,1,0,0,0,0,0,231,0
100.0,0.031,1,100.0,100.0,0,0,1,1,0,1,231,1
26.16042078,0.118,0,0.0,100.0,0,0,0,0,0,0,157,0
70.90909091,0.05,0,100.0,100.0,0,0,0,0,0,0,309,0
43.01841949,0.098,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.03,1,100.0,100.0,1,0,1,0,0,1,231,1
66.66666667,0.077,0,0.0,0.0,0,0,0,0,0,0,647,0
100.0,0.029,1,100.0,100.0,1,1,0,1,1,1,231,1
36.68191414,0.081,1,0.0,0.0,1,0,0,0,0,0,132,0
62.90909091,0.1,0,100.0,100.0,0,0,0,0,0,0,309,0
9.299701561,0.109,1,0.0,0.0,1,0,0,0,0,0,231,0
100.0,0.083,1,0.0,0.0,1,1,0,0,1,0,365,1
66.69538462,0.118,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.034,1,100.0,100.0,1,1,1,1,1,1,231,1
52.35457064,0.067,0,0.0,0.0,0,0,0,0,0,0,481,0
100.0,0.04,1,100.0,100.0,1,1,0,0,0,1,254,1
46.84385382,0.118,1,0.0,0.0,0,0,0,0,0,0,481,0
78.18181818,0.059,0,100.0,100.0,0,0,0,0,0,0,254,0
100.0,0.048,1,100.0,100.0,1,0,1,1,1,1,481,1
100.0,0.034,1,100.0,100.0,1,1,1,1,1,0,503,1
100.0,0.083,1,100.0,100.0,1,1,0,1,0,0,449,1
57.95918367,0.04,1,0.0,0.0,0,0,0,0,0,0,481,0
100.0,0.03,1,100.0,100.0,1,0,1,1,1,1,231,1
49.38560977,0.067,1,0.0,0.0,1,0,0,0,0,0,231,0
42.46594982,0.128,1,0.0,0.0,1,0,0,0,1,0,231,0
100.0,0.037,1,100.0,100.0,1,1,1,0,0,0,503,1
45.54021477,0.114,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.048,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.04,1,100.0,100.0,1,1,0,1,1,1,231,1
89.23611111,0.053,0,0.0,0.0,0,0,0,0,0,0,481,0
100.0,0.059,1,100.0,100.0,1,0,1,1,1,0,490,1
100.0,0.036,1,100.0,100.0,1,0,1,0,1,1,503,1
11.343824,0.045,1,0.0,0.0,1,0,0,0,1,0,674,0
100.0,0.04,1,0.0,0.0,0,1,1,0,0,1,387,1
40.06506507,0.091,1,0.0,0.0,1,0,0,0,1,0,231,0
11.03000643,0.066,1,0.0,0.0,1,0,0,1,1,1,376,0
100.0,0.053,1,0.0,0.0,1,0,1,1,1,1,282,1
42.23537147,0.14,0,0.0,0.0,0,0,0,0,0,0,632,0
100.0,0.043,1,100.0,100.0,1,1,1,1,1,1,231,1
44.49190529,0.06,1,0.0,0.0,1,0,0,0,0,0,231,0
32.48640633,0.119,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.095,1,0.0,0.0,1,0,1,0,1,0,448,1
100.0,0.053,1,100.0,100.0,1,0,1,1,0,1,481,1
25.71673933,0.108,0,0.0,0.0,1,0,0,1,1,1,231,0
59.66759003,0.033,0,100.0,100.0,0,0,0,0,0,0,231,0
87.15277778,0.056,0,100.0,100.0,0,0,0,0,0,0,481,0
100.0,0.029,1,100.0,100.0,1,0,1,1,1,1,231,1
100.0,0.037,1,100.0,100.0,1,0,1,1,1,1,503,1
100.0,0.043,1,100.0,100.0,0,1,1,1,1,1,503,1
100.0,0.031,1,100.0,100.0,1,1,0,0,1,1,231,1
100.0,0.05,1,100.0,100.0,1,1,1,0,1,1,231,1
39.42581635,0.114,0,0.0,0.0,0,0,0,0,0,0,521,0
62.54545455,0.048,0,100.0,100.0,0,0,0,0,0,0,632,0
63.0142253,0.074,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.031,1,100.0,100.0,1,0,0,0,0,1,231,1
100.0,0.034,1,100.0,100.0,1,1,1,1,1,1,231,1
77.20588235,0.038,0,100.0,100.0,0,0,0,0,0,0,578,0
100.0,0.095,1,0.0,0.0,1,1,1,1,1,1,141,1
45.89538462,0.091,1,4.761904762,4.761904762,0,0,0,0,0,0,132,0
100.0,0.045,1,100.0,100.0,1,0,1,1,0,1,231,1
100.0,0.033,1,100.0,100.0,1,0,0,1,0,1,503,1
100.0,0.036,1,100.0,100.0,1,0,0,1,0,0,231,1
45.71541815,0.081,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.037,1,100.0,100.0,1,0,0,0,0,0,231,1
20.41086187,0.091,0,0.0,0.0,0,0,0,0,0,0,632,0
77.34487734,0.032,0,0.0,0.0,1,0,0,0,0,1,231,0
100.0,0.037,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.028,1,100.0,100.0,1,1,1,0,0,1,231,1
77.00680272,0.042,0,100.0,100.0,0,0,0,0,0,0,231,0
52.23382342,0.085,1,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.032,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.042,1,100.0,100.0,1,0,1,1,0,1,231,1
19.7036754,0.094,1,0.0,0.0,1,0,0,0,0,0,209,0
80.09846154,0.118,1,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.071,1,100.0,100.0,1,0,0,1,1,1,387,1
100.0,0.074,1,0.0,0.0,1,0,0,0,0,1,647,1
100.0,0.038,1,100.0,100.0,1,0,1,1,1,1,231,1
64.76190476,0.04,0,100.0,100.0,0,0,0,0,0,0,503,0
100.0,0.048,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.074,1,0.0,0.0,1,0,1,1,0,1,448,1
100.0,0.056,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.034,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.036,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.027,1,100.0,100.0,1,1,1,0,0,1,231,1
100.0,0.091,1,0.0,0.0,1,0,0,1,0,1,141,1
100.0,0.062,1,0.0,0.0,1,1,1,1,0,0,263,1
17.61052808,0.05,1,0.0,100.0,0,0,0,0,0,0,336,0
67.92243767,0.034,0,100.0,100.0,1,0,0,0,0,0,231,0
100.0,0.038,1,100.0,100.0,0,0,1,1,1,1,231,1
100.0,0.069,1,0.0,0.0,0,1,1,1,1,1,179,1
100.0,0.042,1,100.0,100.0,0,1,1,1,1,1,231,1
52.36294896,0.059,0,0.0,0.0,0,0,0,0,0,0,370,0
53.24099723,0.067,0,0.0,0.0,0,0,0,0,0,0,231,0
53.86273805,0.036,0,100.0,100.0,0,0,0,0,0,0,481,0
100.0,0.045,1,100.0,100.0,1,1,1,1,1,1,387,1
100.0,0.037,1,0.0,0.0,1,1,1,1,1,1,376,1
49.09051063,0.057,1,100.0,100.0,1,0,0,0,0,0,231,0
23.03087902,0.054,1,0.0,0.0,0,0,0,0,0,0,231,0
33.46280545,0.091,0,0.0,0.0,1,0,0,0,0,0,575,0
100.0,0.069,1,100.0,100.0,1,1,0,1,1,1,503,1
100.0,0.038,1,100.0,100.0,1,1,0,1,0,1,231,1
100.0,0.032,1,100.0,100.0,1,1,1,1,1,1,231,1
55.32487505,0.074,0,0.0,0.0,0,0,0,0,0,0,305,0
100.0,0.038,1,100.0,100.0,1,1,1,0,0,1,231,1
35.36472761,0.106,1,0.0,0.0,0,0,0,0,0,1,132,0
100.0,0.032,1,100.0,100.0,1,1,1,1,1,1,231,1
46.21959237,0.132,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.032,1,100.0,100.0,1,1,1,0,0,1,503,1
100.0,0.048,1,100.0,100.0,1,0,0,1,1,0,231,1
65.69175627,0.103,1,0.0,0.0,1,0,0,0,0,0,231,0
100.0,0.038,1,100.0,100.0,1,0,1,1,0,1,231,1
100.0,0.067,1,0.0,0.0,1,1,1,1,1,1,636,1
12.21296562,0.059,1,0.0,100.0,0,0,0,0,0,0,376,0
100.0,0.053,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.095,1,0.0,0.0,0,1,1,1,0,1,498,1
100.0,0.111,1,0.0,0.0,1,0,1,0,1,0,448,1
100.0,0.042,1,100.0,100.0,1,0,0,1,1,1,231,1
68.77777778,0.125,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.045,0,100.0,100.0,0,0,0,0,0,0,503,0
100.0,0.037,1,100.0,100.0,1,1,1,1,1,1,231,1
68.64265928,0.036,0,0.0,0.0,0,0,0,0,0,0,231,0
37.9093104,0.143,1,0.0,0.0,0,0,0,0,0,0,226,0
8.917622777,0.101,1,0.0,0.0,1,0,0,0,0,1,231,0
100.0,0.042,1,90.0,90.0,1,1,1,0,0,1,382,1
100.0,0.033,1,100.0,100.0,1,1,1,1,0,1,503,1
100.0,0.05,1,100.0,100.0,1,0,1,0,1,0,334,1
57.67671775,0.048,1,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.037,1,100.0,100.0,1,1,1,1,1,1,503,1
44.36363636,0.111,1,0.0,100.0,0,0,0,0,0,0,360,0
73.55425601,0.036,0,0.0,0.0,0,0,0,0,0,0,231,0
90.63360882,0.048,0,100.0,100.0,0,0,0,0,0,0,231,0
84.82905983,0.045,0,100.0,100.0,0,0,0,0,0,0,231,0
100.0,0.043,1,100.0,100.0,1,0,1,1,1,1,273,1
100.0,0.077,1,100.0,100.0,1,1,1,1,1,1,231,1
72.45179063,0.056,0,100.0,100.0,0,0,0,0,0,0,231,0
36.61221591,0.1,1,0.0,0.0,0,0,0,0,0,0,231,0
31.4749053,0.079,1,0.0,0.0,1,0,0,1,0,0,226,0
43.96062729,0.13,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.038,1,100.0,100.0,1,1,1,1,1,1,231,1
73.3974359,0.045,0,0.0,0.0,0,0,0,0,0,0,501,0
100.0,0.043,1,100.0,100.0,1,1,0,0,0,1,503,1
49.86149584,0.077,1,0.0,0.0,0,0,0,0,0,0,169,0
100.0,0.032,1,100.0,100.0,1,0,1,1,1,1,231,1
100.0,0.05,1,100.0,100.0,0,0,0,1,1,1,503,1
100.0,0.048,1,100.0,100.0,1,1,0,0,0,1,231,1
51.64748081,0.067,1,0.0,0.0,1,0,0,0,0,0,231,0
24.69637651,0.105,1,0.0,0.0,1,0,0,0,0,0,132,0
82.09366391,0.048,0,0.0,0.0,0,0,0,0,0,0,231,0
60.97736256,0.129,1,0.0,0.0,1,0,0,0,0,0,132,0
19.6697127,0.136,1,0.0,2.040816327,0,0,0,0,0,0,303,0
100.0,0.04,1,100.0,100.0,1,1,1,1,1,1,231,1
81.33333333,0.04,0,0.0,0.0,0,0,1,0,0,0,231,0
39.12385891,0.047,0,0.0,0.0,0,0,0,0,0,0,231,0
18.96505325,0.021,0,100.0,100.0,1,0,0,0,0,0,677,0
100.0,0.048,1,100.0,100.0,1,0,0,0,0,0,503,1
100.0,0.036,1,100.0,100.0,1,0,0,1,0,1,140,1
100.0,0.069,1,0.0,0.0,1,1,1,1,1,1,647,1
100.0,0.032,1,100.0,100.0,1,1,1,0,0,1,503,1
100.0,0.036,1,100.0,100.0,0,1,1,0,0,0,231,1
100.0,0.036,1,100.0,100.0,1,1,0,0,0,1,481,1
69.39983094,0.087,0,0.0,0.0,0,0,0,0,0,0,231,0
23.03087902,0.043,1,0.0,0.0,0,0,0,0,0,0,231,0
62.23975455,0.027,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.08,1,0.0,0.0,1,1,1,1,1,1,647,1
100.0,0.059,1,100.0,100.0,0,0,1,1,0,0,521,1
100.0,0.037,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.042,1,100.0,100.0,0,1,0,0,0,1,481,1
100.0,0.042,1,100.0,100.0,0,1,1,1,1,1,231,1
100.0,0.031,1,100.0,100.0,1,0,1,1,0,1,231,1
100.0,0.048,1,100.0,100.0,1,1,1,0,0,1,254,1
100.0,0.053,1,100.0,100.0,1,0,1,1,1,1,503,1
100.0,0.056,1,100.0,100.0,0,0,1,1,1,1,231,1
100.0,0.115,1,0.0,0.0,1,1,1,1,1,1,387,1
100.0,0.038,1,100.0,100.0,0,0,1,1,1,1,231,1
100.0,0.115,1,0.0,0.0,1,0,0,1,1,1,649,1
100.0,0.042,1,0.0,0.0,0,0,1,1,0,1,231,1
100.0,0.037,1,100.0,100.0,1,0,1,1,1,0,503,1
71.21230769,0.118,1,0.0,0.0,0,0,0,0,0,0,578,0
1.223143919,0.038,0,0.0,0.15600624,0,0,0,0,0,0,258,0
30.76006305,0.111,1,0.0,0.0,1,0,0,0,0,0,132,0
100.0,0.067,1,100.0,100.0,1,1,0,0,0,1,503,1
59.18367347,0.083,0,0.0,0.0,0,0,0,0,0,0,305,0
52.7274785,0.073,1,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.037,1,100.0,100.0,1,0,0,1,0,1,503,1
32.67079313,0.119,1,0.0,0.0,0,0,0,0,0,0,226,0
100.0,0.037,1,0.0,0.0,1,1,0,0,0,1,189,1
55.36770921,0.043,0,100.0,100.0,0,0,0,0,0,0,209,0
66.32064591,0.036,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.048,1,100.0,100.0,1,1,1,0,1,1,472,1
78.44463229,0.05,0,100.0,100.0,1,0,0,0,0,0,231,0
19.12615741,0.045,1,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.053,1,0.0,0.0,1,1,1,1,1,1,141,1
50.62153846,0.121,1,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.038,1,100.0,100.0,1,1,1,0,1,1,481,1
100.0,0.037,1,100.0,100.0,1,0,0,1,0,0,231,1
11.29698403,0.057,1,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.037,1,100.0,100.0,0,1,0,0,0,1,231,1
100.0,0.031,1,100.0,100.0,1,1,1,1,1,1,503,1
51.76433522,0.067,0,0.0,0.0,0,0,0,0,0,0,231,0
100.0,0.036,1,100.0,100.0,1,1,1,1,1,1,231,1
19.06890674,0.123,1,0.0,0.0,1,0,0,0,0,0,258,0
66.72,0.118,1,0.0,0.0,1,0,0,0,1,0,231,0
100.0,0.05,1,100.0,100.0,1,0,1,0,1,1,503,1
100.0,0.042,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.042,1,100.0,100.0,1,1,1,1,0,0,337,1
47.9947403,0.081,1,0.0,95.0,1,0,1,1,0,1,231,0
66.72,0.118,1,0.0,0.0,1,0,0,0,1,0,231,0
100.0,0.038,1,100.0,100.0,1,1,1,1,0,1,231,1
54.63510848,0.118,1,0.0,0.0,1,1,0,0,0,0,231,0
100.0,0.037,1,0.0,0.0,1,1,0,0,0,1,231,1
100.0,0.034,1,100.0,100.0,1,0,1,0,0,1,231,1
100.0,0.036,1,100.0,100.0,1,1,0,1,1,0,231,1
100.0,0.04,1,100.0,100.0,1,1,0,1,0,0,503,1
71.27272727,0.05,0,0.0,0.0,0,0,0,0,0,0,231,0
31.24723485,0.111,1,0.0,0.0,1,0,0,0,0,0,521,0
100.0,0.042,1,100.0,100.0,1,1,1,0,1,1,231,1
25.76594346,0.125,1,0.0,0.0,0,0,0,0,0,0,258,0
30.91881381,0.114,0,0.0,0.0,0,0,0,0,0,0,632,0
100.0,0.037,1,100.0,100.0,1,1,1,1,1,1,231,1
11.39103793,0.169,0,0.0,0.0,0,0,0,1,1,1,397,0
100.0,0.042,1,0.0,0.0,1,0,1,1,0,1,490,1
100.0,0.038,1,100.0,100.0,1,1,0,1,0,1,211,1
100.0,0.037,1,100.0,100.0,1,1,1,0,0,1,231,1
100.0,0.038,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.045,1,100.0,100.0,1,1,1,1,0,1,231,1
100.0,0.091,1,0.0,0.0,0,0,1,1,1,1,351,1
100.0,0.048,1,100.0,100.0,1,1,1,0,1,1,503,1
100.0,0.08,1,0.0,0.0,0,0,0,0,0,1,636,1
54.48611111,0.121,1,0.0,0.0,0,0,0,0,0,0,376,0
100.0,0.08,1,100.0,100.0,1,0,1,1,1,1,532,1
100.0,0.057,1,100.0,100.0,1,1,1,0,0,0,254,1
100.0,0.065,1,0.0,0.0,1,1,1,0,0,1,647,1
41.60297864,0.083,1,0.0,0.0,1,0,0,0,0,0,132,0
24.56889733,0.143,0,0.0,0.0,1,0,0,0,0,0,231,0
49.14529915,0.045,0,100.0,100.0,0,0,0,0,0,0,309,0
100.0,0.04,1,100.0,100.0,1,1,1,1,1,1,490,1
100.0,0.033,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.05,1,100.0,100.0,1,1,1,1,0,0,503,1
38.43962306,0.094,1,0.0,0.0,0,0,0,0,0,0,226,0
30.18830818,0.12,0,0.0,0.0,0,0,0,0,0,0,282,0
100.0,0.034,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.042,0,100.0,100.0,0,0,0,0,0,0,231,0
100.0,0.043,1,100.0,100.0,1,1,1,1,1,1,231,1
100.0,0.045,1,100.0,100.0,1,1,1,0,0,0,231,1
